Client_ID,Company,Industry,Country,ContractValue
149,Wipro,Retail,UK,28579173
150,TCS,Healthcare,Canada,7571574
151,HCLTech,Telecom,UK,11398680
152,HCLTech,Telecom,Canada,40186201
153,Wipro,Healthcare,Germany,22980283
154,TCS,Banking,USA,21718113
155,HCLTech,Retail,Canada,49567497
156,HCLTech,Telecom,USA,11412691
157,HCLTech,Manufacturing,India,32259107
158,Infosys,Manufacturing,Canada,28715309
159,HCLTech,Banking,USA,32458784
160,Infosys,Manufacturing,Germany,20057032
161,Wipro,Retail,Canada,46905799
162,HCLTech,Manufacturing,USA,27902762
163,HCLTech,Telecom,UK,41059669
164,Wipro,Retail,Canada,17908899
165,Infosys,Banking,USA,18561750
166,Wipro,Telecom,USA,27115444
167,TCS,Manufacturing,India,35415178
168,Infosys,Healthcare,Canada,15381560
169,TCS,Healthcare,India,36022531
170,HCLTech,Banking,USA,28133537
171,Wipro,Retail,Germany,25846447
172,Wipro,Manufacturing,Germany,48267774
173,HCLTech,Retail,India,18297448
174,HCLTech,Manufacturing,Canada,33296279
175,Wipro,Banking,Canada,2408737
176,Wipro,Retail,Germany,3969994
177,HCLTech,Manufacturing,Germany,11021750
178,TCS,Telecom,Canada,16004591
179,Wipro,Manufacturing,UK,13504472
180,TCS,Healthcare,Germany,27200035
181,TCS,Healthcare,Germany,34470979
182,Wipro,Telecom,India,20461155
183,Wipro,Retail,Germany,29774862
184,TCS,Retail,UK,27107809
185,HCLTech,Retail,India,14677100
186,HCLTech,Telecom,Germany,39215904
187,Wipro,Retail,UK,23463091
188,Wipro,Manufacturing,Canada,658460
189,Infosys,Healthcare,Germany,19270773
190,HCLTech,Telecom,Canada,762403
191,Infosys,Healthcare,UK,10060354
192,HCLTech,Telecom,Germany,26846409
193,TCS,Banking,India,39466751
194,Infosys,Retail,Canada,124661
195,Wipro,Telecom,India,28191120
196,Wipro,Retail,USA,28940916
197,TCS,Banking,Germany,29502178
198,Infosys,Manufacturing,USA,21537012
199,Wipro,Healthcare,UK,43107756
200,Wipro,Manufacturing,Canada,34360101
201,TCS,Retail,India,35429438
202,Infosys,Telecom,Canada,17179255
203,HCLTech,Healthcare,India,31377285
204,TCS,Banking,Germany,26857651
205,Wipro,Retail,USA,17423370
206,Wipro,Banking,Canada,19121404
207,Infosys,Manufacturing,Canada,49848814
208,TCS,Telecom,UK,8913684
209,Wipro,Manufacturing,USA,47196561
210,Wipro,Banking,Germany,13742835
211,HCLTech,Healthcare,Germany,25189640
212,Infosys,Retail,Canada,18108025
213,TCS,Healthcare,India,5649918
214,HCLTech,Healthcare,India,3203191
215,TCS,Manufacturing,Germany,15770188
216,Wipro,Healthcare,Germany,6140124
217,TCS,Banking,India,13246236
218,TCS,Retail,Germany,46684466
219,HCLTech,Telecom,India,46203967
220,Wipro,Telecom,USA,12747437
221,Infosys,Manufacturing,Canada,29581136
222,Infosys,Retail,USA,32627027
223,Wipro,Manufacturing,Germany,4271335
224,Infosys,Healthcare,Germany,11025965
225,HCLTech,Retail,Canada,40629594
226,Wipro,Healthcare,Canada,12612126
227,HCLTech,Banking,USA,41450215
228,HCLTech,Telecom,Canada,17136639
229,TCS,Healthcare,UK,4164953
230,Wipro,Retail,India,27428516
231,HCLTech,Manufacturing,USA,38489218
232,Wipro,Telecom,UK,43708023
233,Infosys,Manufacturing,Germany,30698302
234,HCLTech,Retail,India,32445984
235,Wipro,Manufacturing,UK,32786934
236,TCS,Banking,UK,23342232
237,HCLTech,Banking,Canada,390154
238,TCS,Retail,Canada,9422626
239,Wipro,Healthcare,Germany,12106162
240,TCS,Telecom,India,10455724
241,Infosys,Healthcare,USA,45586089
242,Wipro,Healthcare,Germany,22718929
243,HCLTech,Healthcare,India,30452967
244,Wipro,Retail,USA,34130216
245,TCS,Manufacturing,Canada,20897007
246,HCLTech,Healthcare,Canada,12830748
247,Wipro,Banking,Canada,3893056
248,TCS,Telecom,Germany,6702692
249,HCLTech,Banking,Germany,4632172
250,Infosys,Telecom,USA,33814687
251,Wipro,Retail,India,10116892
252,TCS,Banking,Germany,9609729
253,TCS,Telecom,India,35343953
254,Infosys,Telecom,Canada,8647000
255,TCS,Banking,Canada,16220241
256,HCLTech,Retail,Canada,24694947
257,HCLTech,Retail,India,36757020
258,HCLTech,Retail,Germany,9432961
259,Wipro,Banking,India,20557998
260,HCLTech,Banking,India,43779852
261,TCS,Banking,Canada,49015786
262,HCLTech,Healthcare,UK,34396490
263,Wipro,Healthcare,Germany,15270835
264,TCS,Retail,India,36873528
265,Wipro,Banking,UK,9875590
266,Wipro,Retail,India,19917326
267,Infosys,Retail,UK,27351958
268,Infosys,Telecom,Canada,26309629
269,TCS,Retail,USA,7129514
270,Wipro,Banking,UK,5605708
271,HCLTech,Healthcare,USA,30991270
272,Wipro,Manufacturing,USA,35340931
273,HCLTech,Banking,USA,15316254
274,Wipro,Banking,Germany,25640270
275,TCS,Banking,Canada,3261579
276,HCLTech,Retail,UK,25168864
277,Infosys,Healthcare,UK,33801695
278,Infosys,Banking,Germany,1058656
279,Infosys,Retail,UK,14575255
280,TCS,Banking,UK,33641045
281,TCS,Banking,India,41548289
282,TCS,Banking,Canada,36121784
283,Wipro,Retail,UK,3839387
284,Infosys,Telecom,USA,48478547
285,HCLTech,Telecom,USA,48738512
286,Wipro,Banking,USA,8315383
287,HCLTech,Retail,Canada,27203162
288,HCLTech,Retail,USA,46054641
289,Infosys,Retail,India,7011071
290,Wipro,Manufacturing,USA,3827646
291,HCLTech,Telecom,India,29352340
292,TCS,Telecom,Canada,9991087
293,HCLTech,Telecom,Canada,18917400
294,Wipro,Banking,UK,971113
295,Wipro,Healthcare,Germany,7437617
296,Infosys,Healthcare,Germany,18186098
297,Infosys,Banking,USA,20538151
298,Wipro,Retail,Canada,5221116
299,Wipro,Banking,Canada,28859032
300,Wipro,Healthcare,India,42848366
301,HCLTech,Telecom,USA,32274183
302,Infosys,Retail,USA,49260993
303,HCLTech,Manufacturing,Canada,48623862
304,Infosys,Banking,Canada,19230377
305,Wipro,Banking,Germany,4379569
306,HCLTech,Retail,Canada,5801739
307,TCS,Banking,USA,7664031
308,Wipro,Telecom,Germany,28467114
309,Wipro,Retail,UK,46406029
310,TCS,Telecom,Canada,47927994
311,Infosys,Manufacturing,Germany,9326326
312,Infosys,Manufacturing,Germany,28798959
313,Wipro,Retail,India,31199510
314,HCLTech,Banking,Germany,31782426
315,Infosys,Banking,Germany,42843847
316,HCLTech,Retail,India,32725966
317,Infosys,Healthcare,Germany,43276444
318,Wipro,Manufacturing,USA,27421211
319,HCLTech,Banking,USA,12713515
320,Wipro,Healthcare,Germany,19582907
321,TCS,Banking,India,23409449
322,Wipro,Manufacturing,Germany,13219457
323,Wipro,Banking,UK,49970310
324,Wipro,Banking,Germany,37213896
325,HCLTech,Banking,Germany,15325044
326,Infosys,Healthcare,Canada,3597105
327,HCLTech,Telecom,India,18189099
328,HCLTech,Telecom,USA,14064995
329,Wipro,Manufacturing,Germany,17972408
330,Infosys,Telecom,UK,38122889
331,TCS,Banking,UK,36250571
332,HCLTech,Healthcare,USA,9633992
333,Infosys,Healthcare,Germany,18935257
334,Wipro,Banking,USA,33977900
335,Infosys,Retail,India,18359156
336,Infosys,Banking,Canada,21008480
337,Wipro,Telecom,Canada,15645057
338,HCLTech,Retail,India,37895135
339,Wipro,Telecom,India,30844538
340,Infosys,Banking,UK,19981690
341,Wipro,Manufacturing,Canada,47259279
342,Infosys,Healthcare,USA,49417230
343,Infosys,Telecom,India,7426112
344,Wipro,Telecom,UK,22310963
345,TCS,Retail,USA,24557699
346,TCS,Telecom,Canada,27221930
347,TCS,Retail,Germany,36471330
348,Wipro,Healthcare,Canada,29867567
349,Wipro,Healthcare,India,32877370
350,HCLTech,Telecom,UK,28022128
351,Infosys,Healthcare,Germany,38922955
352,Wipro,Retail,USA,28626467
353,HCLTech,Banking,USA,27546130
354,HCLTech,Healthcare,Canada,22620802
355,Wipro,Banking,UK,26626095
356,Wipro,Manufacturing,India,3265883
357,TCS,Retail,India,45022828
358,HCLTech,Manufacturing,Germany,20406289
359,TCS,Telecom,Germany,29304354
360,Wipro,Retail,Germany,38672026
361,Wipro,Telecom,Canada,26097922
362,Infosys,Telecom,USA,9852123
363,TCS,Manufacturing,Germany,1518839
364,Wipro,Telecom,USA,37482906
365,TCS,Manufacturing,Canada,41890285
366,Infosys,Manufacturing,USA,5138574
367,Infosys,Healthcare,UK,49707188
368,Wipro,Manufacturing,UK,33211217
369,TCS,Telecom,India,49394859
370,Infosys,Telecom,USA,26126548
371,Wipro,Banking,India,3904040
372,Infosys,Retail,Germany,31144642
373,Wipro,Banking,Canada,42747985
374,TCS,Healthcare,Germany,16752490
375,Wipro,Healthcare,Canada,10289711
376,Infosys,Telecom,Canada,47902787
377,Infosys,Manufacturing,Germany,42934572
378,Wipro,Banking,Germany,47753301
379,Infosys,Healthcare,USA,4874695
380,Wipro,Banking,Canada,13239199
381,HCLTech,Banking,Canada,27646514
382,HCLTech,Manufacturing,USA,14440820
383,HCLTech,Retail,USA,16810067
384,HCLTech,Banking,Germany,47290237
385,Infosys,Healthcare,India,38322356
386,TCS,Healthcare,UK,41111759
387,Infosys,Retail,Germany,1119182
388,HCLTech,Retail,UK,18604730
389,Wipro,Retail,India,36433405
390,HCLTech,Telecom,USA,728653
391,Wipro,Telecom,USA,49181479
392,Infosys,Manufacturing,Canada,32765995
393,Infosys,Telecom,USA,23849719
394,HCLTech,Banking,India,47887057
395,Wipro,Banking,Germany,41969983
396,HCLTech,Telecom,UK,15787131
397,HCLTech,Healthcare,India,48749200
398,TCS,Healthcare,UK,34105999
399,Infosys,Manufacturing,India,24571853
400,HCLTech,Retail,India,31068908
401,Infosys,Manufacturing,India,15692037
402,HCLTech,Manufacturing,Germany,47009732
403,HCLTech,Healthcare,UK,21508858
404,HCLTech,Manufacturing,UK,26808678
405,Infosys,Healthcare,India,31385473
406,Infosys,Healthcare,Germany,40125231
407,Wipro,Healthcare,Canada,22034607
408,HCLTech,Healthcare,USA,44656899
409,TCS,Banking,India,1545140
410,TCS,Healthcare,USA,17345401
411,HCLTech,Retail,Germany,11656034
412,TCS,Retail,India,41079627
413,Infosys,Telecom,USA,6736092
414,Infosys,Banking,Canada,37501769
415,TCS,Banking,UK,33199280
416,TCS,Manufacturing,Germany,22027274
417,Infosys,Healthcare,India,18644666
418,TCS,Healthcare,India,25280291
419,HCLTech,Manufacturing,Germany,22794978
420,Infosys,Retail,India,19493681
421,Wipro,Retail,India,17681945
422,HCLTech,Manufacturing,India,17786879
423,Infosys,Telecom,India,12373635
424,Wipro,Retail,USA,7400576
425,Wipro,Retail,UK,47168827
426,TCS,Banking,UK,24909081
427,TCS,Telecom,India,3567188
428,TCS,Healthcare,India,37724955
429,TCS,Banking,India,26053767
430,TCS,Healthcare,India,3130188
431,Wipro,Healthcare,India,23866121
432,Wipro,Manufacturing,USA,20597830
433,Wipro,Telecom,UK,5965560
434,Infosys,Retail,USA,16009405
435,HCLTech,Telecom,Germany,9471526
436,Wipro,Healthcare,India,41430713
437,TCS,Retail,UK,27560906
438,Infosys,Retail,India,41269867
439,HCLTech,Manufacturing,USA,2016955
440,Infosys,Telecom,UK,29608184
441,Infosys,Healthcare,Germany,372161
442,Wipro,Banking,Germany,5998509
443,Wipro,Retail,Canada,15622475
444,Infosys,Healthcare,UK,423773
445,Wipro,Banking,USA,26889236
446,TCS,Manufacturing,UK,24314576
447,Infosys,Healthcare,UK,47113499
448,Infosys,Telecom,Canada,38641774
449,Infosys,Retail,Germany,44215040
450,Wipro,Manufacturing,Germany,3289079
451,Infosys,Telecom,Canada,34112045
452,TCS,Retail,India,8254597
453,Wipro,Healthcare,Canada,20161367
454,TCS,Telecom,USA,32820295
455,Wipro,Banking,UK,41743888
456,Infosys,Telecom,Canada,4387658
457,TCS,Healthcare,Germany,36096155
458,HCLTech,Telecom,India,46296585
459,HCLTech,Manufacturing,Canada,10546333
460,Wipro,Telecom,UK,43969371
461,TCS,Healthcare,Germany,15510159
462,HCLTech,Manufacturing,Germany,48659234
463,Infosys,Healthcare,India,28421180
464,Wipro,Banking,USA,18365326
465,HCLTech,Banking,Canada,8479629
466,HCLTech,Healthcare,USA,26790826
467,TCS,Healthcare,UK,15887671
468,Wipro,Healthcare,Canada,35319048
469,Infosys,Telecom,USA,37519687
470,HCLTech,Manufacturing,UK,15600552
471,TCS,Telecom,Germany,43460841
472,HCLTech,Manufacturing,India,18432047
473,HCLTech,Retail,Germany,39687930
474,Infosys,Telecom,USA,33770811
475,Infosys,Manufacturing,Germany,36404397
476,HCLTech,Banking,Germany,11050650
477,TCS,Telecom,Canada,18252298
478,TCS,Retail,UK,2323731
479,HCLTech,Retail,Germany,9903408
480,TCS,Retail,USA,18242255
481,TCS,Healthcare,Germany,4156446
482,Wipro,Telecom,Canada,40885786
483,Infosys,Manufacturing,Germany,35312984
484,TCS,Manufacturing,USA,45502083
485,Wipro,Retail,UK,6845513
486,Wipro,Manufacturing,Germany,29349965
487,Wipro,Manufacturing,USA,9600243
488,Wipro,Telecom,USA,15026136
489,HCLTech,Banking,India,47000386
490,Infosys,Telecom,Germany,39398001
491,Infosys,Telecom,UK,29404845
492,HCLTech,Banking,USA,38129901
493,TCS,Telecom,Canada,41228675
494,TCS,Retail,Canada,19946728
495,Wipro,Healthcare,Germany,17736580
496,TCS,Retail,India,14341050
497,HCLTech,Banking,Canada,5093345
498,Wipro,Healthcare,India,46247471
499,Infosys,Retail,India,41696274
500,HCLTech,Retail,India,19934637
501,Infosys,Telecom,Germany,48357856
502,TCS,Manufacturing,Canada,41788793
503,HCLTech,Banking,UK,49578115
504,HCLTech,Healthcare,Canada,38471199
505,HCLTech,Banking,Germany,3499422
506,Wipro,Retail,Canada,5943391
507,Wipro,Retail,Germany,49137608
508,Infosys,Manufacturing,Canada,37479280
509,Wipro,Retail,USA,48426772
510,TCS,Manufacturing,USA,24254711
511,Infosys,Banking,India,44805194
512,Infosys,Retail,UK,21379644
513,Infosys,Banking,Canada,15608029
514,TCS,Retail,USA,15461216
515,Infosys,Healthcare,Canada,12784470
516,HCLTech,Manufacturing,India,23083061
517,Wipro,Healthcare,Canada,713340
518,HCLTech,Banking,USA,30687525
519,HCLTech,Healthcare,Germany,31853967
520,TCS,Retail,USA,46231598
521,Infosys,Manufacturing,India,27492738
522,HCLTech,Banking,India,25204687
523,TCS,Telecom,USA,41682913
524,Infosys,Healthcare,Germany,550907
525,Wipro,Retail,Germany,11060231
526,HCLTech,Retail,UK,19716914
527,Infosys,Healthcare,Germany,19546248
528,HCLTech,Healthcare,USA,41782342
529,Infosys,Manufacturing,Germany,39158417
530,Infosys,Banking,Canada,14162443
531,HCLTech,Healthcare,India,35960424
532,HCLTech,Manufacturing,India,45703252
533,Infosys,Retail,Germany,43195975
534,TCS,Retail,UK,41101073
535,HCLTech,Telecom,India,20603559
536,HCLTech,Banking,Canada,8942659
537,HCLTech,Healthcare,India,22053297
538,Wipro,Banking,USA,668868
539,Wipro,Telecom,UK,33631855
540,Infosys,Healthcare,India,8415252
541,Wipro,Banking,UK,16943995
542,Wipro,Telecom,UK,33735911
543,HCLTech,Healthcare,Germany,49913254
544,TCS,Healthcare,India,37565126
545,HCLTech,Healthcare,Germany,32980985
546,Wipro,Telecom,UK,9963089
547,TCS,Healthcare,Germany,37845613
548,HCLTech,Retail,USA,7310607
549,TCS,Telecom,USA,13264741
550,TCS,Telecom,India,8139002
551,Wipro,Healthcare,UK,22445159
552,TCS,Manufacturing,Canada,12023762
553,Wipro,Banking,USA,29614875
554,HCLTech,Manufacturing,India,29431964
555,Infosys,Healthcare,India,44107047
556,Infosys,Retail,Canada,8776599
557,TCS,Manufacturing,Canada,40385275
558,Wipro,Manufacturing,USA,15442160
559,HCLTech,Manufacturing,Canada,45304961
560,Wipro,Banking,UK,19365462
561,TCS,Manufacturing,India,48866695
562,Infosys,Healthcare,Germany,8549461
563,TCS,Retail,Canada,31164055
564,HCLTech,Retail,Germany,24497713
565,HCLTech,Healthcare,India,36725409
566,Infosys,Retail,Germany,35584224
567,HCLTech,Telecom,India,31841445
568,TCS,Banking,Canada,33404541
569,Infosys,Banking,Germany,23268531
570,TCS,Healthcare,Canada,548577
571,Infosys,Telecom,UK,31359815
572,TCS,Manufacturing,Canada,12272782
573,TCS,Manufacturing,Canada,41884196
574,Infosys,Manufacturing,Germany,15870406
575,Wipro,Banking,India,45873539
576,Infosys,Banking,Germany,48567381
577,Infosys,Manufacturing,Germany,29051226
578,Infosys,Banking,UK,353274
579,Infosys,Manufacturing,India,42688456
580,Wipro,Telecom,UK,8852029
581,Wipro,Banking,USA,40765951
582,HCLTech,Banking,Germany,26025696
583,Wipro,Healthcare,USA,45688441
584,HCLTech,Healthcare,Germany,37772976
585,TCS,Healthcare,Germany,4552387
586,TCS,Manufacturing,Germany,19048919
587,HCLTech,Healthcare,USA,31694969
588,TCS,Banking,USA,17577624
589,Infosys,Manufacturing,USA,36340389
590,Wipro,Manufacturing,Germany,46068323
591,HCLTech,Retail,UK,46171790
592,HCLTech,Telecom,UK,46866027
593,Infosys,Banking,USA,5451621
594,Infosys,Banking,UK,33647003
595,TCS,Banking,UK,14241455
596,TCS,Retail,Germany,19837972
597,Wipro,Manufacturing,USA,33535557
598,HCLTech,Banking,India,42951453
599,HCLTech,Retail,Canada,4771478
600,TCS,Telecom,Canada,24722563
601,TCS,Retail,Germany,26765463
602,HCLTech,Banking,UK,37156523
603,HCLTech,Healthcare,UK,9546569
604,Wipro,Manufacturing,USA,23662288
605,Infosys,Telecom,UK,10882662
606,TCS,Manufacturing,USA,33879375
607,Infosys,Healthcare,Canada,29508853
608,Wipro,Manufacturing,Canada,45759919
609,TCS,Healthcare,India,7537314
610,HCLTech,Retail,India,45731511
611,Wipro,Banking,USA,17174633
612,Infosys,Banking,Canada,28949767
613,Infosys,Healthcare,Canada,15887693
614,Wipro,Banking,Germany,36064324
615,TCS,Manufacturing,India,6461718
616,Infosys,Banking,Canada,2508771
617,Infosys,Healthcare,India,47501739
618,Wipro,Telecom,USA,37744997
619,TCS,Healthcare,India,30043911
620,Infosys,Manufacturing,India,29366174
621,Wipro,Retail,USA,3376812
622,Infosys,Healthcare,Germany,1199752
623,Wipro,Telecom,Canada,25452513
624,Wipro,Healthcare,India,45256037
625,Wipro,Healthcare,Germany,44998990
626,HCLTech,Banking,Germany,35879375
627,Infosys,Healthcare,Germany,27650228
628,Wipro,Manufacturing,USA,4999859
629,Wipro,Healthcare,Germany,36451819
630,Wipro,Healthcare,India,22117994
631,HCLTech,Healthcare,UK,42082465
632,HCLTech,Manufacturing,USA,30250038
633,Wipro,Telecom,Germany,46273616
634,Infosys,Telecom,India,31684947
635,Wipro,Retail,UK,16266616
636,Wipro,Telecom,USA,2197007
637,TCS,Healthcare,USA,28194829
638,HCLTech,Manufacturing,Germany,44780566
639,TCS,Telecom,Canada,26018617
640,Wipro,Telecom,Germany,3725683
641,Wipro,Healthcare,UK,35448182
642,HCLTech,Telecom,UK,11301468
643,Infosys,Retail,UK,13418250
644,Infosys,Banking,India,8144392
645,Wipro,Retail,Germany,39351556
646,Infosys,Retail,Germany,22601806
647,TCS,Banking,UK,21331109
648,TCS,Retail,India,17993938
649,TCS,Healthcare,Germany,44261617
650,Infosys,Banking,Canada,5818674
651,TCS,Banking,Germany,8579047
652,HCLTech,Manufacturing,UK,10067568
653,HCLTech,Banking,Canada,40378051
654,Wipro,Telecom,Germany,42158582
655,HCLTech,Retail,UK,15388743
656,HCLTech,Telecom,UK,33724275
657,HCLTech,Banking,Germany,45203698
658,Infosys,Retail,USA,9103333
659,HCLTech,Retail,India,25113252
660,HCLTech,Banking,Canada,7156924
661,TCS,Retail,USA,3303908
662,Wipro,Banking,India,1568632
663,Infosys,Banking,USA,38684012
664,HCLTech,Manufacturing,Canada,167121
665,Infosys,Telecom,India,948280
666,Wipro,Banking,Canada,7251327
667,HCLTech,Manufacturing,USA,33818038
668,Wipro,Telecom,Germany,27507886
669,TCS,Retail,India,33538254
670,HCLTech,Healthcare,India,6570608
671,Wipro,Retail,USA,43305767
672,TCS,Banking,UK,28532570
673,HCLTech,Retail,Germany,26160362
674,Wipro,Retail,USA,16995047
675,Infosys,Healthcare,Canada,42550835
676,Wipro,Banking,UK,31601709
677,TCS,Retail,India,18409151
678,Infosys,Telecom,Canada,45314740
679,HCLTech,Retail,India,39188810
680,Infosys,Telecom,Canada,3087817
681,TCS,Retail,Germany,4816410
682,HCLTech,Healthcare,USA,45774694
683,TCS,Manufacturing,Germany,36159600
684,Infosys,Healthcare,Germany,6222186
685,Wipro,Retail,Canada,44101219
686,Infosys,Retail,India,6412121
687,TCS,Banking,UK,10412113
688,TCS,Telecom,USA,6724823
689,HCLTech,Telecom,India,45590459
690,HCLTech,Manufacturing,UK,47068464
691,TCS,Healthcare,UK,7116549
692,Infosys,Healthcare,India,40326102
693,Wipro,Banking,India,13773938
694,TCS,Retail,Canada,25526353
695,Wipro,Telecom,UK,11102223
696,TCS,Banking,India,18388048
697,TCS,Healthcare,India,48382973
698,TCS,Telecom,India,32396056
699,HCLTech,Retail,UK,14086641
700,TCS,Telecom,India,19299571
701,TCS,Telecom,India,36824994
702,Infosys,Healthcare,Germany,10659332
703,Infosys,Manufacturing,Germany,10362131
704,Wipro,Retail,Canada,22725135
705,Infosys,Healthcare,India,17730267
706,Infosys,Banking,India,26232950
707,Wipro,Healthcare,India,33024585
708,Wipro,Manufacturing,India,28548838
709,Infosys,Banking,India,26947199
710,HCLTech,Healthcare,USA,30897794
711,Infosys,Banking,Canada,40194687
712,TCS,Manufacturing,USA,10597982
713,HCLTech,Retail,Canada,7654553
714,Wipro,Telecom,India,10885469
715,Infosys,Healthcare,USA,47700518
716,HCLTech,Manufacturing,India,45736572
717,Wipro,Retail,Canada,3632813
718,TCS,Telecom,Canada,48264548
719,Wipro,Retail,Germany,43969765
720,TCS,Telecom,USA,28051074
721,TCS,Manufacturing,Germany,10672088
722,Wipro,Banking,India,41308522
