Office_ID,Company,Country,State,City,Employees
156,Infosys,Germany,MH,Pune,3860
157,Infosys,Canada,TS,Kolkata,90
158,HCLTech,UK,KA,Chennai,2072
159,Wipro,Canada,TN,Kolkata,4961
160,Infosys,Germany,TN,Hyderabad,6918
161,Infosys,India,TN,Chennai,9437
162,HCLTech,UK,TS,Chennai,4316
163,HCLTech,UK,WB,Hyderabad,2232
164,TCS,India,WB,Chennai,3577
165,HCLTech,UK,MH,Pune,11221
166,Wipro,Germany,TS,Hyderabad,13442
167,HCLTech,Canada,TS,Bengaluru,4788
168,Wipro,UK,TS,Hyderabad,9155
169,TCS,Germany,MH,Chennai,10838
170,TCS,USA,WB,Chennai,5395
171,Infosys,USA,TN,Hyderabad,2521
172,Wipro,UK,KA,Chennai,13583
173,TCS,Canada,MH,Chennai,13206
174,TCS,India,KA,Kolkata,1984
175,HCLTech,UK,MH,Bengaluru,1310
176,HCLTech,Germany,TS,Kolkata,12270
177,TCS,Canada,MH,Chennai,6091
178,HCLTech,Germany,TS,Pune,12642
179,Wipro,USA,WB,Kolkata,4907
180,Wipro,UK,TN,Pune,5765
181,Infosys,India,WB,Pune,13921
182,TCS,USA,MH,Hyderabad,13848
183,HCLTech,Canada,TN,Kolkata,6336
184,Wipro,India,WB,Kolkata,4666
185,TCS,Germany,KA,Hyderabad,12672
186,Wipro,Canada,MH,Kolkata,13289
187,TCS,Canada,MH,Kolkata,2174
188,TCS,Canada,TS,Chennai,2017
189,Infosys,India,TS,Bengaluru,11564
190,Infosys,India,WB,Kolkata,9136
191,HCLTech,India,WB,Chennai,8660
192,TCS,Germany,MH,Bengaluru,11334
193,HCLTech,India,WB,Kolkata,14112
194,Wipro,USA,TS,Hyderabad,4678
195,Infosys,India,WB,Bengaluru,3689
196,Infosys,Canada,MH,Pune,13813
197,HCLTech,Canada,TS,Pune,11963
198,HCLTech,India,KA,Kolkata,11000
199,Infosys,India,KA,Hyderabad,9293
200,Wipro,India,KA,Pune,14246
201,Infosys,USA,KA,Kolkata,3007
202,Wipro,India,TS,Hyderabad,8861
203,Infosys,Canada,KA,Kolkata,7476
204,HCLTech,India,TS,Pune,96
205,Wipro,India,MH,Hyderabad,11327
206,TCS,Germany,KA,Chennai,7980
207,HCLTech,USA,TN,Hyderabad,7327
208,TCS,Canada,TN,Kolkata,13681
209,Wipro,USA,MH,Chennai,10741
210,TCS,Canada,MH,Kolkata,12579
211,HCLTech,Germany,TN,Bengaluru,7422
212,HCLTech,Germany,TS,Kolkata,5091
213,HCLTech,UK,MH,Pune,503
214,Infosys,Canada,MH,Chennai,3358
215,Wipro,UK,WB,Kolkata,1067
216,HCLTech,Canada,TN,Kolkata,6920
217,TCS,Germany,WB,Pune,3790
218,Infosys,USA,KA,Chennai,12837
219,HCLTech,UK,WB,Kolkata,7381
220,Wipro,UK,TS,Hyderabad,9290
221,Wipro,India,WB,Pune,14803
222,Infosys,UK,TN,Bengaluru,11641
223,TCS,Germany,MH,Bengaluru,1160
224,Infosys,USA,MH,Chennai,12160
225,HCLTech,Germany,KA,Kolkata,8493
226,HCLTech,Canada,WB,Kolkata,13385
227,TCS,UK,TN,Hyderabad,11945
228,Wipro,USA,MH,Hyderabad,812
229,HCLTech,India,MH,Chennai,4011
230,TCS,India,MH,Bengaluru,12988
231,Infosys,UK,TS,Hyderabad,13414
232,HCLTech,Canada,KA,Kolkata,4353
233,Infosys,Canada,TN,Hyderabad,9884
234,TCS,Germany,KA,Chennai,260
235,HCLTech,Canada,KA,Kolkata,2191
236,HCLTech,Canada,KA,Pune,8442
237,HCLTech,Germany,TN,Bengaluru,4188
238,Wipro,UK,TS,Bengaluru,4711
239,Infosys,Germany,TN,Kolkata,5277
240,Wipro,UK,TS,Pune,2525
241,HCLTech,India,TN,Kolkata,13617
242,Infosys,UK,TN,Hyderabad,6527
243,Infosys,India,MH,Hyderabad,8646
244,TCS,USA,TN,Kolkata,792
245,TCS,USA,WB,Chennai,8526
246,TCS,India,WB,Chennai,12494
247,Wipro,India,WB,Bengaluru,14357
248,Infosys,India,MH,Bengaluru,2610
249,Infosys,Germany,MH,Pune,13226
250,Infosys,Germany,TN,Hyderabad,3763
251,Wipro,India,KA,Hyderabad,11306
252,TCS,India,KA,Hyderabad,6613
253,HCLTech,Germany,MH,Kolkata,1189
254,Wipro,UK,TN,Hyderabad,6319
255,TCS,Canada,TS,Bengaluru,9168
256,TCS,Germany,KA,Pune,7894
257,TCS,Canada,TN,Kolkata,9774
258,Wipro,UK,TS,Hyderabad,3229
259,HCLTech,Canada,TN,Kolkata,1143
260,HCLTech,Germany,TN,Bengaluru,568
261,Wipro,India,KA,Pune,12359
262,Wipro,USA,TN,Pune,4604
263,TCS,Germany,TS,Chennai,5025
264,HCLTech,India,TS,Kolkata,13542
265,HCLTech,Canada,WB,Bengaluru,11512
266,Wipro,India,KA,Hyderabad,6106
267,Infosys,Germany,KA,Chennai,6361
268,HCLTech,Germany,WB,Chennai,5301
269,HCLTech,Canada,KA,Kolkata,10170
270,HCLTech,India,KA,Bengaluru,5243
271,Infosys,India,MH,Chennai,6273
272,Infosys,Germany,KA,Bengaluru,8325
273,HCLTech,UK,WB,Chennai,11680
274,Infosys,India,WB,Pune,7483
275,Infosys,Germany,WB,Pune,5452
276,Infosys,USA,MH,Kolkata,7562
277,HCLTech,USA,KA,Bengaluru,5353
278,HCLTech,USA,TN,Hyderabad,4165
279,HCLTech,India,KA,Hyderabad,4385
280,HCLTech,India,TN,Chennai,13444
281,Wipro,Canada,TS,Hyderabad,11668
282,TCS,Canada,KA,Chennai,9301
283,HCLTech,Germany,TS,Bengaluru,7277
284,TCS,Canada,WB,Kolkata,321
285,HCLTech,India,KA,Hyderabad,5963
286,TCS,India,TN,Hyderabad,2636
287,TCS,USA,KA,Pune,5370
288,HCLTech,Canada,KA,Pune,13174
289,Wipro,UK,WB,Kolkata,12768
290,Infosys,UK,KA,Hyderabad,13024
291,Wipro,India,TS,Hyderabad,14123
292,HCLTech,Germany,WB,Pune,9438
293,HCLTech,India,WB,Bengaluru,13736
294,Wipro,USA,TS,Hyderabad,11732
295,Infosys,India,TN,Chennai,9496
296,Infosys,UK,TN,Kolkata,10885
297,TCS,Canada,TN,Kolkata,14953
298,HCLTech,India,WB,Pune,11467
299,Wipro,India,KA,Hyderabad,9673
300,HCLTech,USA,WB,Kolkata,9486
301,HCLTech,Canada,MH,Chennai,10869
302,TCS,UK,TN,Chennai,8964
303,HCLTech,Germany,WB,Bengaluru,14758
304,HCLTech,Canada,MH,Pune,3959
305,Infosys,India,TS,Pune,4532
306,TCS,UK,TN,Kolkata,989
307,HCLTech,India,KA,Hyderabad,11076
308,Infosys,USA,TN,Hyderabad,3396
309,HCLTech,USA,MH,Chennai,6719
310,TCS,Germany,TS,Bengaluru,2329
311,TCS,India,TS,Bengaluru,5772
312,HCLTech,USA,KA,Pune,505
313,TCS,Canada,TS,Bengaluru,3970
314,HCLTech,India,TS,Pune,14957
315,HCLTech,India,WB,Hyderabad,14653
316,TCS,USA,TN,Bengaluru,14934
317,TCS,Germany,MH,Chennai,1646
318,Wipro,Canada,TN,Hyderabad,4801
319,HCLTech,USA,TN,Hyderabad,3143
320,HCLTech,UK,WB,Hyderabad,11372
321,HCLTech,UK,TS,Chennai,9798
322,TCS,UK,KA,Pune,14059
323,HCLTech,Germany,WB,Chennai,11271
324,TCS,USA,KA,Kolkata,3441
325,TCS,USA,WB,Kolkata,8772
326,Infosys,USA,WB,Pune,8914
327,Wipro,Germany,KA,Bengaluru,1732
328,TCS,Canada,TN,Hyderabad,13353
329,Wipro,UK,WB,Pune,1741
330,Infosys,UK,WB,Chennai,1215
331,Infosys,Canada,WB,Kolkata,1436
332,HCLTech,Canada,MH,Hyderabad,486
333,Infosys,India,TN,Pune,11829
334,Wipro,India,MH,Kolkata,11462
335,Wipro,India,KA,Pune,10479
336,Infosys,Canada,KA,Bengaluru,13596
337,Infosys,Germany,WB,Chennai,4226
338,Wipro,Canada,WB,Chennai,7755
339,TCS,UK,MH,Chennai,10268
340,TCS,Canada,TN,Hyderabad,12330
341,Infosys,UK,TN,Chennai,13767
342,TCS,UK,TN,Bengaluru,12537
343,HCLTech,UK,TN,Pune,6279
344,Infosys,Germany,WB,Pune,5151
345,HCLTech,Canada,MH,Hyderabad,13861
346,HCLTech,India,KA,Hyderabad,1276
347,TCS,Canada,TN,Kolkata,14510
348,Wipro,USA,KA,Pune,4009
349,TCS,UK,KA,Hyderabad,5800
350,Wipro,UK,TN,Bengaluru,10747
351,TCS,Germany,TN,Pune,3414
352,HCLTech,Germany,TN,Kolkata,8620
353,TCS,India,WB,Chennai,13996
354,TCS,UK,KA,Pune,13162
355,Infosys,Canada,TN,Bengaluru,1410
356,TCS,India,MH,Hyderabad,1038
357,TCS,Germany,MH,Pune,2717
358,HCLTech,USA,WB,Pune,2964
359,Infosys,Canada,TS,Hyderabad,6149
360,HCLTech,UK,KA,Hyderabad,3547
361,TCS,India,TN,Kolkata,8305
362,Infosys,USA,KA,Hyderabad,8332
363,Infosys,India,WB,Bengaluru,2648
364,Infosys,Germany,WB,Hyderabad,7458
365,HCLTech,UK,MH,Hyderabad,10951
366,Infosys,Canada,TN,Kolkata,6199
367,HCLTech,India,TN,Hyderabad,1253
368,Infosys,UK,WB,Kolkata,3654
369,HCLTech,USA,TS,Chennai,14599
370,TCS,Canada,WB,Pune,5290
371,Wipro,Canada,TN,Chennai,52
372,TCS,India,WB,Chennai,3015
373,Infosys,USA,MH,Kolkata,2654
374,Infosys,Germany,KA,Bengaluru,14859
375,Infosys,Canada,TN,Kolkata,9524
376,Wipro,Germany,TN,Hyderabad,2506
377,TCS,India,TS,Chennai,5240
378,TCS,UK,MH,Chennai,1948
379,Infosys,USA,WB,Hyderabad,11700
380,HCLTech,USA,TS,Kolkata,5142
381,Infosys,UK,TS,Pune,349
382,Infosys,India,TN,Kolkata,9101
383,Wipro,USA,MH,Bengaluru,9039
384,Infosys,Canada,WB,Hyderabad,9884
385,Infosys,USA,WB,Chennai,7717
386,Wipro,Canada,WB,Pune,12632
387,HCLTech,Canada,KA,Pune,3984
388,Infosys,USA,KA,Pune,8887
389,HCLTech,India,TS,Chennai,2959
390,TCS,India,TS,Bengaluru,12229
391,Wipro,Germany,TS,Chennai,2916
392,Infosys,UK,MH,Chennai,4268
393,TCS,India,TN,Bengaluru,1871
394,HCLTech,USA,WB,Bengaluru,10099
395,Infosys,USA,KA,Pune,14040
396,TCS,UK,MH,Bengaluru,9636
397,TCS,India,TS,Pune,10702
398,Infosys,Germany,MH,Hyderabad,12857
399,TCS,Canada,KA,Pune,14383
400,Wipro,UK,KA,Hyderabad,13702
401,Wipro,Germany,MH,Chennai,11298
402,Infosys,UK,MH,Hyderabad,6852
403,Infosys,Canada,MH,Kolkata,4178
404,Wipro,Germany,TS,Kolkata,12002
405,Wipro,Germany,MH,Hyderabad,1089
406,TCS,India,TN,Hyderabad,13696
407,Infosys,UK,MH,Pune,9418
408,Infosys,UK,WB,Bengaluru,6758
409,Wipro,Canada,MH,Hyderabad,3835
410,TCS,Germany,MH,Pune,1016
411,TCS,USA,TN,Bengaluru,3093
412,HCLTech,India,TS,Chennai,11235
413,Wipro,USA,MH,Kolkata,12760
414,HCLTech,India,KA,Bengaluru,9302
415,HCLTech,Canada,MH,Bengaluru,12027
416,Infosys,Germany,KA,Chennai,12168
417,Infosys,Canada,WB,Kolkata,12712
418,HCLTech,India,WB,Chennai,3492
419,Infosys,USA,MH,Chennai,10416
420,Infosys,UK,WB,Bengaluru,2158
421,HCLTech,Germany,TN,Bengaluru,9338
422,TCS,UK,KA,Bengaluru,2470
423,Wipro,Germany,TS,Hyderabad,1983
424,Wipro,USA,MH,Chennai,1154
425,Wipro,India,MH,Kolkata,3941
426,TCS,Canada,TN,Kolkata,2294
427,Infosys,UK,TS,Pune,7472
428,TCS,USA,TS,Hyderabad,6706
429,Wipro,UK,TN,Pune,9988
430,TCS,Germany,MH,Kolkata,11866
431,HCLTech,Canada,TS,Kolkata,7512
432,Wipro,Canada,TS,Pune,12204
433,Infosys,India,MH,Chennai,8316
434,HCLTech,India,MH,Hyderabad,6126
435,Wipro,India,WB,Chennai,13941
436,TCS,Germany,TN,Bengaluru,10479
437,Wipro,India,KA,Hyderabad,13530
438,Infosys,Canada,KA,Pune,11157
439,Wipro,Germany,TN,Kolkata,7760
440,HCLTech,USA,WB,Kolkata,3805
441,TCS,Germany,KA,Pune,4984
442,Infosys,Canada,MH,Hyderabad,6494
443,Wipro,India,WB,Kolkata,11092
444,HCLTech,Germany,WB,Hyderabad,11451
445,HCLTech,USA,TN,Chennai,6210
446,HCLTech,Canada,MH,Hyderabad,8878
447,Wipro,UK,MH,Pune,6735
448,HCLTech,Germany,KA,Kolkata,6700
449,TCS,Canada,KA,Bengaluru,13224
450,Wipro,Germany,TN,Hyderabad,13945
451,Wipro,Germany,TN,Kolkata,8147
452,Wipro,USA,TS,Chennai,1327
453,Infosys,UK,KA,Kolkata,2331
454,Infosys,Germany,MH,Pune,11992
455,HCLTech,Canada,TN,Hyderabad,977
456,HCLTech,Germany,KA,Chennai,5980
457,HCLTech,India,WB,Chennai,10620
458,HCLTech,UK,TN,Chennai,10404
459,Infosys,Germany,KA,Pune,11456
460,Wipro,USA,TS,Kolkata,13963
461,TCS,Canada,TN,Kolkata,12122
462,Infosys,Canada,KA,Hyderabad,4791
463,Infosys,UK,KA,Hyderabad,6355
464,Wipro,UK,TN,Kolkata,7557
465,HCLTech,Canada,TS,Chennai,12320
466,HCLTech,India,TS,Hyderabad,5755
467,HCLTech,India,TN,Hyderabad,7130
468,Infosys,Germany,KA,Bengaluru,8579
469,Wipro,UK,MH,Pune,1808
470,Infosys,USA,WB,Kolkata,8366
471,Infosys,India,TS,Chennai,11020
472,Wipro,India,TN,Kolkata,5339
473,TCS,India,KA,Hyderabad,372
474,Wipro,Canada,TN,Bengaluru,2892
475,HCLTech,India,KA,Hyderabad,11604
476,HCLTech,UK,TN,Pune,3927
477,TCS,Germany,TN,Chennai,6485
478,HCLTech,Canada,MH,Pune,6794
479,HCLTech,Canada,TN,Chennai,11113
480,TCS,USA,WB,Bengaluru,1304
481,HCLTech,India,MH,Bengaluru,11559
482,HCLTech,Canada,TS,Kolkata,8101
483,Infosys,Canada,KA,Pune,12895
484,Infosys,UK,MH,Kolkata,1485
485,TCS,UK,TN,Pune,13076
486,TCS,USA,WB,Pune,2902
487,TCS,India,WB,Bengaluru,5963
488,HCLTech,Germany,WB,Kolkata,12485
489,Wipro,Germany,MH,Kolkata,13880
490,Infosys,Germany,KA,Chennai,7650
491,Infosys,UK,KA,Hyderabad,8300
492,TCS,USA,MH,Hyderabad,13827
493,HCLTech,USA,TS,Kolkata,3666
494,HCLTech,Germany,TN,Kolkata,12530
495,TCS,Germany,KA,Hyderabad,7229
496,Infosys,India,TN,Kolkata,7533
497,Infosys,UK,WB,Hyderabad,11173
498,HCLTech,India,WB,Bengaluru,9246
499,TCS,USA,TS,Pune,6058
500,TCS,Canada,TN,Pune,8870
501,TCS,UK,TN,Hyderabad,14746
502,TCS,India,KA,Chennai,9108
503,Infosys,USA,KA,Bengaluru,7008
504,Infosys,Canada,TN,Bengaluru,3228
505,TCS,USA,MH,Hyderabad,9534
506,Infosys,USA,TN,Chennai,12420
507,HCLTech,Germany,WB,Bengaluru,13545
508,Wipro,Germany,WB,Kolkata,3233
509,TCS,Canada,WB,Kolkata,5063
510,TCS,India,TN,Hyderabad,1137
511,Wipro,Canada,WB,Bengaluru,9617
512,Infosys,USA,KA,Bengaluru,12382
513,HCLTech,Germany,WB,Chennai,9879
514,Wipro,USA,KA,Chennai,1212
515,Wipro,USA,TN,Hyderabad,3569
516,HCLTech,Canada,TS,Chennai,14802
517,Infosys,Canada,MH,Pune,4037
518,TCS,UK,KA,Kolkata,5198
519,HCLTech,UK,MH,Pune,2891
520,Wipro,USA,WB,Hyderabad,10140
521,Wipro,USA,KA,Bengaluru,9719
522,HCLTech,Canada,KA,Hyderabad,3723
523,TCS,Canada,KA,Chennai,12919
524,TCS,Germany,MH,Pune,11688
525,HCLTech,UK,WB,Kolkata,2076
526,HCLTech,Germany,WB,Hyderabad,4428
527,TCS,Germany,WB,Pune,5903
528,HCLTech,UK,TS,Kolkata,6900
529,Wipro,India,TN,Chennai,9796
530,Wipro,India,MH,Bengaluru,9746
531,TCS,UK,MH,Bengaluru,11667
532,Wipro,USA,KA,Pune,8126
533,Infosys,USA,MH,Kolkata,12744
534,Infosys,UK,KA,Hyderabad,11915
535,Wipro,India,WB,Bengaluru,1090
536,Wipro,India,TN,Pune,4645
537,TCS,Germany,WB,Kolkata,8918
538,TCS,Canada,MH,Chennai,12043
539,Infosys,USA,TS,Kolkata,4491
540,TCS,Germany,MH,Chennai,4818
541,TCS,UK,TN,Chennai,12272
542,Wipro,UK,KA,Kolkata,13697
543,Infosys,USA,KA,Hyderabad,12913
544,Wipro,UK,TN,Pune,312
545,HCLTech,UK,TS,Pune,3252
546,Wipro,Canada,TS,Chennai,6531
547,Wipro,India,WB,Chennai,13344
548,Wipro,Canada,TN,Kolkata,13142
549,Wipro,UK,TS,Kolkata,1105
550,Infosys,UK,KA,Hyderabad,1935
551,TCS,UK,TS,Hyderabad,6925
552,TCS,Canada,MH,Bengaluru,14024
553,Wipro,UK,MH,Bengaluru,2748
554,HCLTech,UK,TS,Pune,14781
555,HCLTech,Canada,WB,Kolkata,5325
556,Infosys,Germany,KA,Pune,10951
557,HCLTech,USA,KA,Pune,8823
558,Wipro,Germany,MH,Kolkata,10518
559,Wipro,USA,WB,Kolkata,1583
560,HCLTech,UK,TS,Chennai,7019
561,Wipro,Canada,WB,Pune,4321
562,TCS,UK,KA,Hyderabad,4258
563,Wipro,USA,WB,Pune,3549
564,TCS,UK,TN,Kolkata,11615
565,Wipro,Canada,KA,Kolkata,14079
566,Wipro,USA,MH,Pune,5209
567,Wipro,Germany,TS,Pune,548
568,HCLTech,India,KA,Pune,3005
569,Wipro,Germany,WB,Bengaluru,8857
570,TCS,India,KA,Chennai,5886
571,HCLTech,Canada,TN,Bengaluru,11512
572,HCLTech,UK,MH,Kolkata,13385
573,Wipro,Germany,TN,Chennai,466
574,HCLTech,UK,TS,Bengaluru,2746
575,HCLTech,Canada,MH,Chennai,8530
576,TCS,USA,KA,Hyderabad,477
577,Infosys,Canada,MH,Bengaluru,3805
578,Infosys,Canada,MH,Kolkata,11608
579,HCLTech,UK,KA,Bengaluru,4069
580,HCLTech,UK,WB,Bengaluru,7572
581,TCS,USA,TN,Bengaluru,12230
582,Infosys,UK,TS,Kolkata,3208
583,HCLTech,Canada,MH,Bengaluru,12930
584,HCLTech,UK,KA,Chennai,7617
585,Infosys,Germany,TN,Hyderabad,13200
586,Infosys,India,MH,Bengaluru,3502
587,Wipro,USA,TN,Pune,8827
588,Infosys,Canada,WB,Pune,4086
589,Infosys,USA,WB,Bengaluru,12100
590,Infosys,UK,KA,Kolkata,5321
591,HCLTech,USA,KA,Hyderabad,2818
592,Infosys,USA,WB,Hyderabad,7259
593,Infosys,Germany,TS,Hyderabad,8943
594,Wipro,India,TS,Bengaluru,1564
595,Wipro,USA,TS,Hyderabad,2823
596,Wipro,India,MH,Pune,14664
597,HCLTech,India,WB,Chennai,1452
598,TCS,India,TN,Chennai,7776
599,TCS,USA,TN,Chennai,7907
600,Infosys,USA,WB,Pune,14414
601,Wipro,India,KA,Kolkata,10382
602,TCS,USA,MH,Hyderabad,2593
603,Wipro,USA,TN,Bengaluru,14208
604,HCLTech,India,MH,Bengaluru,821
605,HCLTech,Canada,TS,Pune,2354
606,HCLTech,UK,MH,Chennai,2429
607,Wipro,Canada,MH,Chennai,5720
608,HCLTech,Germany,TS,Pune,10979
609,TCS,Canada,MH,Pune,7351
610,Wipro,USA,KA,Pune,11250
611,HCLTech,UK,KA,Kolkata,11299
612,Infosys,Canada,KA,Chennai,8392
613,Wipro,Canada,WB,Kolkata,10268
614,HCLTech,India,WB,Pune,11571
615,Infosys,UK,TS,Kolkata,14933
616,HCLTech,UK,KA,Bengaluru,3709
617,HCLTech,UK,MH,Hyderabad,10327
618,TCS,Germany,KA,Kolkata,2996
619,TCS,UK,KA,Bengaluru,300
620,HCLTech,Canada,TS,Hyderabad,11185
621,Wipro,India,TS,Hyderabad,6600
622,Wipro,USA,TS,Kolkata,10544
623,Wipro,Germany,TN,Hyderabad,3033
624,HCLTech,USA,KA,Chennai,755
625,Infosys,USA,WB,Bengaluru,10465
626,HCLTech,USA,TN,Pune,12910
627,HCLTech,Germany,KA,Bengaluru,122
628,HCLTech,UK,KA,Kolkata,2928
629,Wipro,Canada,TS,Hyderabad,11404
630,HCLTech,USA,MH,Chennai,11789
631,HCLTech,Canada,KA,Kolkata,639
632,TCS,Germany,KA,Pune,1340
633,Infosys,USA,KA,Kolkata,14960
634,TCS,USA,KA,Bengaluru,8675
635,TCS,UK,TN,Bengaluru,8568
